k,pairwise_ari
4,0.9682024955336803
4,0.8649956817038522
4,0.9939379979933883
4,0.9542862091516852
4,0.959456949449708
4,0.9535747450827783
4,0.9860677663835973
4,0.9580254997165047
4,0.9786722663591588
4,0.9665634767970447
4,0.9597766025841767
4,0.9648773489400682
4,0.8683266432109384
4,0.9812153217299001
4,0.9397004164727252
4,0.9544835831779885
4,0.9503627305004042
4,0.9895743616728296
4,0.9650440289614182
4,0.9650139144625844
4,0.9418081166286888
4,0.9466306057305983
4,0.885703374261623
4,0.9718637056517051
4,0.9740789625813651
4,0.9380995460939969
4,0.9322864320345138
4,0.9588480163710816
4,0.9575060559698764
4,0.9679896747488504
4,0.9707468381032428
4,0.8623407101566269
4,0.9897789745553447
4,0.9537606586910349
4,0.9636870547721704
4,0.9563902640577481
4,0.9848883219050145
4,0.92924742498252
4,0.9341483296581355
4,0.893420645784989
4,0.9634037424266934
4,0.9478331366163887
4,0.9258215313487194
4,0.9201578296884363
4,0.9674020754902669
4,0.9775299792148895
4,0.8362582736031338
4,0.9630473610903164
4,0.9247292444279526
4,0.98762803486745
4,0.9871480470942345
4,0.9575740847588735
4,0.8401217297103503
4,0.9665148291438047
4,0.9288613041938806
4,0.982959036904049
4,0.9788200044097655
4,0.9610608015173242
4,0.8670754258559369
4,0.8922780070100945
4,0.8321695123617635
4,0.8278218318786413
4,0.8715826054625333
4,0.9532608915778965
4,0.9577817415039611
4,0.9519065978365298
4,0.9868987116769637
4,0.9204756114024757
4,0.9147186127173471
4,0.946506692421732
4,0.9873028104615942
4,0.9524284778918399
4,0.945215344967665
5,0.5673296429541329
5,0.9729574263427992
5,0.9630759113965089
5,0.9574129297616304
5,0.5097346059105137
5,0.943894982348464
5,0.9366568854564802
5,0.970171482482444
5,0.9477403025308019
5,0.9636626118414364
5,0.9444585423893459
5,0.9151559613897103
5,0.9370216366984246
5,0.9737065451132566
5,0.9694366787251265
5,0.9556327564582191
